A1BG,1,11167,yes,A1bg,MGI:2152878,,1
JCHAIN,3512,16958,yes,Jchain,MGI:96493,MP:0005381,31159
JCHAIN,3512,16958,yes,Jchain,MGI:96493,MP:0005387,31160
JCHAIN,3512,16958,yes,Jchain,MGI:96493,MP:0005370,31161
JCHAIN,3512,16958,yes,Jchain,MGI:96493,MP:0010768,31162
JDP2,122953,12787,yes,Jdp2,MGI:1932093,MP:0005390,31163
JDP2,122953,12787,yes,Jdp2,MGI:1932093,MP:0005387,31164
JDP2,122953,12787,yes,Jdp2,MGI:1932093,MP:0005371,31165
JDP2,122953,12787,yes,Jdp2,MGI:1932093,MP:0005397,31166
JDP2,122953,12787,yes,Jdp2,MGI:1932093,MP:0002873,31167
JDP2,122953,12787,yes,Jdp2,MGI:1932093,MP:0005376,31168
JDP2,122953,12787,yes,Jdp2,MGI:1932093,MP:0005384,31169
JDP2,122953,12787,yes,Jdp2,MGI:1932093,MP:0005375,31170
JDP2,122953,12787,yes,Jdp2,MGI:1932093,MP:0010771,31171
JHY,79864,11726,yes,Jhy,MGI:1918239,MP:0005386,31172
JHY,79864,11726,yes,Jhy,MGI:1918239,MP:0010768,31173
JHY,79864,11726,yes,Jhy,MGI:1918239,MP:0003631,31174
JHY,79864,11726,yes,Jhy,MGI:1918239,MP:0005390,31175
JHY,79864,11726,yes,Jhy,MGI:1918239,MP:0005384,31176
JHY,79864,11726,yes,Jhy,MGI:1918239,MP:0005378,31177
JHY,79864,11726,yes,Jhy,MGI:1918239,MP:0005382,31178
JKAMP,51528,9524,yes,Jkamp,MGI:1915057,,31179
JMJD1C,221037,3129,yes,Jmjd1c,MGI:1918614,MP:0005384,31180
JMJD1C,221037,3129,yes,Jmjd1c,MGI:1918614,MP:0010768,31181
JMJD1C,221037,3129,yes,Jmjd1c,MGI:1918614,MP:0005379,31182
JMJD1C,221037,3129,yes,Jmjd1c,MGI:1918614,MP:0005391,31183
JMJD1C,221037,3129,yes,Jmjd1c,MGI:1918614,MP:0005390,31184
JMJD1C,221037,3129,yes,Jmjd1c,MGI:1918614,MP:0005389,31185
JMJD4,65094,11306,yes,Jmjd4,MGI:2144404,,31186
JMJD6,23210,9046,yes,Jmjd6,MGI:1858910,MP:0005379,31187
JMJD6,23210,9046,yes,Jmjd6,MGI:1858910,MP:0005378,31188
JMJD6,23210,9046,yes,Jmjd6,MGI:1858910,MP:0010771,31189
JMJD6,23210,9046,yes,Jmjd6,MGI:1858910,MP:0005382,31190
JMJD6,23210,9046,yes,Jmjd6,MGI:1858910,MP:0005369,31191
JMJD6,23210,9046,yes,Jmjd6,MGI:1858910,MP:0005387,31192
JMJD6,23210,9046,yes,Jmjd6,MGI:1858910,MP:0005376,31193
JMJD6,23210,9046,yes,Jmjd6,MGI:1858910,MP:0005384,31194
JMJD6,23210,9046,yes,Jmjd6,MGI:1858910,MP:0005386,31195
JMJD6,23210,9046,yes,Jmjd6,MGI:1858910,MP:0005370,31196
JMJD6,23210,9046,yes,Jmjd6,MGI:1858910,MP:0005388,31197
JMJD6,23210,9046,yes,Jmjd6,MGI:1858910,MP:0005397,31198
JMJD6,23210,9046,yes,Jmjd6,MGI:1858910,MP:0005385,31199
JMJD6,23210,9046,yes,Jmjd6,MGI:1858910,MP:0010768,31200
JMJD6,23210,9046,yes,Jmjd6,MGI:1858910,MP:0005391,31201
JMJD6,23210,9046,yes,Jmjd6,MGI:1858910,MP:0005381,31202
JMJD6,23210,9046,yes,Jmjd6,MGI:1858910,MP:0003631,31203
JMJD6,23210,9046,yes,Jmjd6,MGI:1858910,MP:0005367,31204
JMJD7,100137047,98398,yes,Jmjd7,MGI:3845785,,31205
JMJD8,339123,12441,yes,Jmjd8,MGI:1919356,MP:0005384,31206
JMJD8,339123,12441,yes,Jmjd8,MGI:1919356,MP:0005397,31207
JMJD8,339123,12441,yes,Jmjd8,MGI:1919356,MP:0005385,31208
JMY,133746,10955,yes,Jmy,MGI:1913096,,31209
JOSD1,9929,122222,yes,Josd1,MGI:1921408,,31210
JOSD2,126119,26696,yes,Josd2,MGI:1913374,,31211
JPH1,56704,10761,yes,Jph1,MGI:1891495,MP:0005369,31212
JPH1,56704,10761,yes,Jph1,MGI:1891495,MP:0005386,31213
JPH1,56704,10761,yes,Jph1,MGI:1891495,MP:0010768,31214
JPH2,57158,10714,yes,Jph2,MGI:1891496,MP:0005385,31215
JPH2,57158,10714,yes,Jph2,MGI:1891496,MP:0010768,31216
JPH2,57158,10714,yes,Jph2,MGI:1891496,MP:0005369,31217
JPH3,57338,10762,yes,Jph3,MGI:1891497,MP:0005378,31218
JPH3,57338,10762,yes,Jph3,MGI:1891497,MP:0003631,31219
JPH3,57338,10762,yes,Jph3,MGI:1891497,MP:0005386,31220
JPH3,57338,10762,yes,Jph3,MGI:1891497,MP:0010768,31221
JPH3,57338,10762,yes,Jph3,MGI:1891497,MP:0005389,31222
JPH4,84502,13034,yes,Jph4,MGI:2443113,MP:0010768,31223
JPH4,84502,13034,yes,Jph4,MGI:2443113,MP:0005389,31224
JPH4,84502,13034,yes,Jph4,MGI:2443113,MP:0005386,31225
JPH4,84502,13034,yes,Jph4,MGI:2443113,MP:0003631,31226
JPH4,84502,13034,yes,Jph4,MGI:2443113,MP:0005378,31227
JPT1,51155,7364,yes,Jpt1,MGI:1096361,,31228
JPT2,90861,16934,yes,Jpt2,MGI:1196260,,31229
JPX,554203,,yes,Jpx,MGI:2180008,,31230
JRK,8629,2762,yes,Jrk,MGI:106214,,31231
JRKL,8690,2797,yes,Jrkl,MGI:1924782,,31232
JSRP1,126306,12422,yes,Jsrp1,MGI:1916700,MP:0005386,31233
JSRP1,126306,12422,yes,Jsrp1,MGI:1916700,MP:0005376,31234
JSRP1,126306,12422,yes,Jsrp1,MGI:1916700,MP:0005369,31235
JTB,10899,4870,yes,Jtb,MGI:1346082,MP:0010768,31236
JTB,10899,4870,yes,Jtb,MGI:1346082,MP:0005386,31237
JUN,3725,1679,yes,Jun,MGI:96646,MP:0005387,31238
JUN,3725,1679,yes,Jun,MGI:96646,MP:0005390,31239
JUN,3725,1679,yes,Jun,MGI:96646,MP:0003631,31240
JUN,3725,1679,yes,Jun,MGI:96646,MP:0005391,31241
JUN,3725,1679,yes,Jun,MGI:96646,MP:0005385,31242
JUN,3725,1679,yes,Jun,MGI:96646,MP:0005397,31243
JUN,3725,1679,yes,Jun,MGI:96646,MP:0010768,31244
JUN,3725,1679,yes,Jun,MGI:96646,MP:0002873,31245
JUN,3725,1679,yes,Jun,MGI:96646,MP:0005380,31246
JUN,3725,1679,yes,Jun,MGI:96646,MP:0005386,31247
JUN,3725,1679,yes,Jun,MGI:96646,MP:0005388,31248
JUN,3725,1679,yes,Jun,MGI:96646,MP:0005370,31249
JUN,3725,1679,yes,Jun,MGI:96646,MP:0005376,31250
JUN,3725,1679,yes,Jun,MGI:96646,MP:0005384,31251
JUN,3725,1679,yes,Jun,MGI:96646,MP:0005378,31252
JUN,3725,1679,yes,Jun,MGI:96646,MP:0010771,31253
JUN,3725,1679,yes,Jun,MGI:96646,MP:0005379,31254
JUNB,3726,7390,yes,Junb,MGI:96647,MP:0010771,31255
JUNB,3726,7390,yes,Junb,MGI:96647,MP:0005384,31256
JUNB,3726,7390,yes,Junb,MGI:96647,MP:0005376,31257
JUNB,3726,7390,yes,Junb,MGI:96647,MP:0010768,31258
JUNB,3726,7390,yes,Junb,MGI:96647,MP:0005397,31259
JUNB,3726,7390,yes,Junb,MGI:96647,MP:0005385,31260
JUNB,3726,7390,yes,Junb,MGI:96647,MP:0002006,31261
JUNB,3726,7390,yes,Junb,MGI:96647,MP:0005387,31262
JUNB,3726,7390,yes,Junb,MGI:96647,MP:0005390,31263
JUNB,3726,7390,yes,Junb,MGI:96647,MP:0005367,31264
JUNB,3726,7390,yes,Junb,MGI:96647,MP:0005371,31265
JUND,3727,3910,yes,Jund,MGI:96648,MP:0005385,31266
JUND,3727,3910,yes,Jund,MGI:96648,MP:0005397,31267
JUND,3727,3910,yes,Jund,MGI:96648,MP:0005389,31268
JUND,3727,3910,yes,Jund,MGI:96648,MP:0010768,31269
JUND,3727,3910,yes,Jund,MGI:96648,MP:0005380,31270
JUND,3727,3910,yes,Jund,MGI:96648,MP:0005370,31271
JUND,3727,3910,yes,Jund,MGI:96648,MP:0005388,31272
JUND,3727,3910,yes,Jund,MGI:96648,MP:0005386,31273
JUND,3727,3910,yes,Jund,MGI:96648,MP:0005387,31274
JUND,3727,3910,yes,Jund,MGI:96648,MP:0005378,31275
JUND,3727,3910,yes,Jund,MGI:96648,MP:0005379,31276
JUND,3727,3910,yes,Jund,MGI:96648,MP:0005375,31277
JUND,3727,3910,yes,Jund,MGI:96648,MP:0005376,31278
JUND,3727,3910,yes,Jund,MGI:96648,MP:0005384,31279
JUND,3727,3910,yes,Jund,MGI:96648,MP:0005369,31280
JUP,3728,1680,yes,Jup,MGI:96650,MP:0010768,31281
JUP,3728,1680,yes,Jup,MGI:96650,MP:0002873,31282
JUP,3728,1680,yes,Jup,MGI:96650,MP:0005397,31283
JUP,3728,1680,yes,Jup,MGI:96650,MP:0005385,31284
JUP,3728,1680,yes,Jup,MGI:96650,MP:0005388,31285
JUP,3728,1680,yes,Jup,MGI:96650,MP:0005370,31286
JUP,3728,1680,yes,Jup,MGI:96650,MP:0005386,31287
JUP,3728,1680,yes,Jup,MGI:96650,MP:0005380,31288
JUP,3728,1680,yes,Jup,MGI:96650,MP:0005387,31289
JUP,3728,1680,yes,Jup,MGI:96650,MP:0003631,31290
JUP,3728,1680,yes,Jup,MGI:96650,MP:0005369,31291
JUP,3728,1680,yes,Jup,MGI:96650,MP:0005375,31292
JUP,3728,1680,yes,Jup,MGI:96650,MP:0010771,31293
JUP,3728,1680,yes,Jup,MGI:96650,MP:0005378,31294
JUP,3728,1680,yes,Jup,MGI:96650,MP:0005384,31295
JUP,3728,1680,yes,Jup,MGI:96650,MP:0005376,31296
KALRN,8997,57160,yes,Kalrn,MGI:2685385,MP:0010771,31297
KALRN,8997,57160,yes,Kalrn,MGI:2685385,MP:0005378,31298
KALRN,8997,57160,yes,Kalrn,MGI:2685385,MP:0005379,31299
KALRN,8997,57160,yes,Kalrn,MGI:2685385,MP:0005376,31300
KALRN,8997,57160,yes,Kalrn,MGI:2685385,MP:0005369,31301
KALRN,8997,57160,yes,Kalrn,MGI:2685385,MP:0002873,31302
KALRN,8997,57160,yes,Kalrn,MGI:2685385,MP:0010768,31303
KALRN,8997,57160,yes,Kalrn,MGI:2685385,MP:0005389,31304
KALRN,8997,57160,yes,Kalrn,MGI:2685385,MP:0005386,31305
KALRN,8997,57160,yes,Kalrn,MGI:2685385,MP:0003631,31306
KANK1,23189,17706,yes,Kank1,MGI:2147707,,31307
KANK2,25959,9163,yes,Kank2,MGI:2384568,,31308
KANK3,256949,12749,yes,Kank3,MGI:1098615,,31309
KANK4,163782,18244,yes,Kank4,MGI:3043381,,31310
KANSL1,284058,9140,yes,Kansl1,MGI:1923969,MP:0003631,31311
KANSL1,284058,9140,yes,Kansl1,MGI:1923969,MP:0005386,31312
KANSL1L,151050,27376,yes,Kansl1l,MGI:1915941,,31313
KANSL2,54934,32367,yes,Kansl2,MGI:1916862,,31314
KANSL3,55683,9949,yes,Kansl3,MGI:1918055,,31315
KANTR,102723508,,yes,Kantr,MGI:1920247,MP:0005386,31316
KARS,3735,4053,yes,Kars,MGI:1934754,MP:0005382,31317
KARS,3735,4053,yes,Kars,MGI:1934754,MP:0010768,31318
KARS,3735,4053,yes,Kars,MGI:1934754,MP:0005390,31319
KAT14,57325,10745,yes,Kat14,MGI:1917264,MP:0005380,31320
KAT14,57325,10745,yes,Kat14,MGI:1917264,MP:0005386,31321
KAT14,57325,10745,yes,Kat14,MGI:1917264,MP:0005385,31322
KAT14,57325,10745,yes,Kat14,MGI:1917264,MP:0010768,31323
KAT14,57325,10745,yes,Kat14,MGI:1917264,MP:0001186,31324
KAT14,57325,10745,yes,Kat14,MGI:1917264,MP:0003631,31325
KAT14,57325,10745,yes,Kat14,MGI:1917264,MP:0005391,31326
KAT14,57325,10745,yes,Kat14,MGI:1917264,MP:0005387,31327
KAT14,57325,10745,yes,Kat14,MGI:1917264,MP:0005384,31328
KAT14,57325,10745,yes,Kat14,MGI:1917264,MP:0005390,31329
KAT14,57325,10745,yes,Kat14,MGI:1917264,MP:0005378,31330
KAT14,57325,10745,yes,Kat14,MGI:1917264,MP:0005382,31331
KAT2A,2648,41343,yes,Kat2a,MGI:1343101,MP:0003631,31332
KAT2A,2648,41343,yes,Kat2a,MGI:1343101,MP:0005391,31333
KAT2A,2648,41343,yes,Kat2a,MGI:1343101,MP:0005390,31334
KAT2A,2648,41343,yes,Kat2a,MGI:1343101,MP:0005380,31335
KAT2A,2648,41343,yes,Kat2a,MGI:1343101,MP:0005388,31336
KAT2A,2648,41343,yes,Kat2a,MGI:1343101,MP:0005386,31337
KAT2A,2648,41343,yes,Kat2a,MGI:1343101,MP:0010768,31338
KAT2A,2648,41343,yes,Kat2a,MGI:1343101,MP:0002873,31339
KAT2A,2648,41343,yes,Kat2a,MGI:1343101,MP:0005385,31340
KAT2A,2648,41343,yes,Kat2a,MGI:1343101,MP:0005378,31341
KAT2A,2648,41343,yes,Kat2a,MGI:1343101,MP:0005384,31342
KAT2B,8850,20834,yes,Kat2b,MGI:1343094,MP:0005378,31343
KAT2B,8850,20834,yes,Kat2b,MGI:1343094,MP:0005380,31344
KAT2B,8850,20834,yes,Kat2b,MGI:1343094,MP:0010768,31345
KAT2B,8850,20834,yes,Kat2b,MGI:1343094,MP:0002873,31346
KAT5,10524,100661,yes,Kat5,MGI:1932051,MP:0005384,31347
KAT5,10524,100661,yes,Kat5,MGI:1932051,MP:0005376,31348
KAT5,10524,100661,yes,Kat5,MGI:1932051,MP:0010768,31349
KAT5,10524,100661,yes,Kat5,MGI:1932051,MP:0005397,31350
KAT5,10524,100661,yes,Kat5,MGI:1932051,MP:0005387,31351
KAT5,10524,100661,yes,Kat5,MGI:1932051,MP:0002006,31352
KAT6A,7994,4924,yes,Kat6a,MGI:2442415,MP:0005379,31353
KAT6A,7994,4924,yes,Kat6a,MGI:2442415,MP:0010771,31354
KAT6A,7994,4924,yes,Kat6a,MGI:2442415,MP:0005378,31355
KAT6A,7994,4924,yes,Kat6a,MGI:2442415,MP:0005382,31356
KAT6A,7994,4924,yes,Kat6a,MGI:2442415,MP:0005384,31357
KAT6A,7994,4924,yes,Kat6a,MGI:2442415,MP:0005387,31358
KAT6A,7994,4924,yes,Kat6a,MGI:2442415,MP:0005376,31359
KAT6A,7994,4924,yes,Kat6a,MGI:2442415,MP:0005386,31360
KAT6A,7994,4924,yes,Kat6a,MGI:2442415,MP:0005370,31361
KAT6A,7994,4924,yes,Kat6a,MGI:2442415,MP:0005380,31362
KAT6A,7994,4924,yes,Kat6a,MGI:2442415,MP:0010768,31363
KAT6A,7994,4924,yes,Kat6a,MGI:2442415,MP:0005389,31364
KAT6A,7994,4924,yes,Kat6a,MGI:2442415,MP:0005397,31365
KAT6A,7994,4924,yes,Kat6a,MGI:2442415,MP:0005385,31366
KAT6A,7994,4924,yes,Kat6a,MGI:2442415,MP:0005371,31367
KAT6A,7994,4924,yes,Kat6a,MGI:2442415,MP:0003631,31368
KAT6A,7994,4924,yes,Kat6a,MGI:2442415,MP:0005381,31369
KAT6A,7994,4924,yes,Kat6a,MGI:2442415,MP:0005390,31370
KAT6B,23522,136480,yes,Kat6b,MGI:1858746,MP:0005391,31371
KAT6B,23522,136480,yes,Kat6b,MGI:1858746,MP:0005371,31372
KAT6B,23522,136480,yes,Kat6b,MGI:1858746,MP:0003631,31373
KAT6B,23522,136480,yes,Kat6b,MGI:1858746,MP:0005377,31374
KAT6B,23522,136480,yes,Kat6b,MGI:1858746,MP:0005390,31375
KAT6B,23522,136480,yes,Kat6b,MGI:1858746,MP:0002873,31376
KAT6B,23522,136480,yes,Kat6b,MGI:1858746,MP:0010768,31377
KAT6B,23522,136480,yes,Kat6b,MGI:1858746,MP:0005378,31378
KAT6B,23522,136480,yes,Kat6b,MGI:1858746,MP:0005382,31379
KAT6B,23522,136480,yes,Kat6b,MGI:1858746,MP:0005369,31380
KAT6B,23522,136480,yes,Kat6b,MGI:1858746,MP:0005384,31381
KAT6B,23522,136480,yes,Kat6b,MGI:1858746,MP:0005375,31382
KAT7,11143,5134,yes,Kat7,MGI:2182799,MP:0010768,31383
KAT7,11143,5134,yes,Kat7,MGI:2182799,MP:0005385,31384
KAT7,11143,5134,yes,Kat7,MGI:2182799,MP:0005380,31385
KAT7,11143,5134,yes,Kat7,MGI:2182799,MP:0005382,31386
KAT7,11143,5134,yes,Kat7,MGI:2182799,MP:0005378,31387
KAT7,11143,5134,yes,Kat7,MGI:2182799,MP:0005384,31388
KAT8,84148,41676,yes,Kat8,MGI:1915023,MP:0005378,31389
KAT8,84148,41676,yes,Kat8,MGI:1915023,MP:0005384,31390
KAT8,84148,41676,yes,Kat8,MGI:1915023,MP:0005376,31391
KAT8,84148,41676,yes,Kat8,MGI:1915023,MP:0005380,31392
KAT8,84148,41676,yes,Kat8,MGI:1915023,MP:0010768,31393
KATNA1,11104,56014,yes,Katna1,MGI:1344353,,31394
KATNAL1,84056,12942,yes,Katnal1,MGI:2387638,MP:0005389,31395
KATNAL1,84056,12942,yes,Katnal1,MGI:2387638,MP:0005379,31396
KATNAL2,83473,41725,yes,Katnal2,MGI:1924234,,31397
KATNB1,10300,4302,yes,Katnb1,MGI:1921437,MP:0005379,31398
KATNB1,10300,4302,yes,Katnb1,MGI:1921437,MP:0005378,31399
KATNB1,10300,4302,yes,Katnb1,MGI:1921437,MP:0005390,31400
KATNB1,10300,4302,yes,Katnb1,MGI:1921437,MP:0005384,31401
KATNB1,10300,4302,yes,Katnb1,MGI:1921437,MP:0005370,31402
KATNB1,10300,4302,yes,Katnb1,MGI:1921437,MP:0005380,31403
KATNB1,10300,4302,yes,Katnb1,MGI:1921437,MP:0005397,31404
KATNB1,10300,4302,yes,Katnb1,MGI:1921437,MP:0005389,31405
KATNB1,10300,4302,yes,Katnb1,MGI:1921437,MP:0010768,31406
KATNB1,10300,4302,yes,Katnb1,MGI:1921437,MP:0005391,31407
KATNB1,10300,4302,yes,Katnb1,MGI:1921437,MP:0005371,31408
KATNB1,10300,4302,yes,Katnb1,MGI:1921437,MP:0003631,31409
KATNBL1,79768,11495,yes,Katnbl1,MGI:1919675,,31410
KAZALD1,81621,12799,yes,Kazald1,MGI:2147606,,31411
KAZN,23254,16235,yes,Kazn,MGI:1918779,MP:0005376,31412
KAZN,23254,16235,yes,Kazn,MGI:1918779,MP:0005378,31413
KAZN,23254,16235,yes,Kazn,MGI:1918779,MP:0005375,31414
KBTBD11,9920,28701,yes,Kbtbd11,MGI:1922151,,31415
KBTBD12,166348,52613,yes,Kbtbd12,MGI:1918481,,31416
KBTBD13,390594,19285,yes,Kbtbd13,MGI:1921742,,31417
KBTBD2,25948,17122,yes,Kbtbd2,MGI:2384811,MP:0005389,31418
KBTBD2,25948,17122,yes,Kbtbd2,MGI:2384811,MP:0005370,31419
KBTBD2,25948,17122,yes,Kbtbd2,MGI:2384811,MP:0005378,31420
KBTBD2,25948,17122,yes,Kbtbd2,MGI:2384811,MP:0005375,31421
KBTBD2,25948,17122,yes,Kbtbd2,MGI:2384811,MP:0005376,31422
KBTBD3,143879,12300,yes,Kbtbd3,MGI:1916399,,31423
KBTBD4,55709,32320,yes,Kbtbd4,MGI:1914386,,31424
KBTBD6,89890,45156,yes,Kbtbd6,MGI:3643058,,31425
KBTBD7,84078,41849,yes,Kbtbd7,MGI:2685141,,31426
KBTBD8,84541,13043,yes,Kbtbd8,MGI:2661430,,31427
KCMF1,56888,99845,yes,Kcmf1,MGI:1921537,MP:0002006,31428
KCMF1,56888,99845,yes,Kcmf1,MGI:1921537,MP:0005379,31429
KCMF1,56888,99845,yes,Kcmf1,MGI:1921537,MP:0010768,31430
KCNA1,3736,183,yes,Kcna1,MGI:96654,MP:0005369,31431
KCNA1,3736,183,yes,Kcna1,MGI:96654,MP:0005384,31432
KCNA1,3736,183,yes,Kcna1,MGI:96654,MP:0005376,31433
KCNA1,3736,183,yes,Kcna1,MGI:96654,MP:0010771,31434
KCNA1,3736,183,yes,Kcna1,MGI:96654,MP:0005378,31435
KCNA1,3736,183,yes,Kcna1,MGI:96654,MP:0005385,31436
KCNA1,3736,183,yes,Kcna1,MGI:96654,MP:0003631,31437
KCNA1,3736,183,yes,Kcna1,MGI:96654,MP:0005377,31438
KCNA1,3736,183,yes,Kcna1,MGI:96654,MP:0005391,31439
KCNA1,3736,183,yes,Kcna1,MGI:96654,MP:0005387,31440
KCNA1,3736,183,yes,Kcna1,MGI:96654,MP:0005386,31441
KCNA1,3736,183,yes,Kcna1,MGI:96654,MP:0010768,31442
KCNA10,3744,4054,yes,Kcna10,MGI:3037820,MP:0005377,31443
KCNA2,3737,21034,yes,Kcna2,MGI:96659,MP:0003631,31444
KCNA2,3737,21034,yes,Kcna2,MGI:96659,MP:0010768,31445
KCNA2,3737,21034,yes,Kcna2,MGI:96659,MP:0005388,31446
KCNA2,3737,21034,yes,Kcna2,MGI:96659,MP:0005386,31447
KCNA2,3737,21034,yes,Kcna2,MGI:96659,MP:0005378,31448
KCNA3,3738,128570,yes,Kcna3,MGI:96660,MP:0005378,31449
KCNA3,3738,128570,yes,Kcna3,MGI:96660,MP:0005369,31450
KCNA3,3738,128570,yes,Kcna3,MGI:96660,MP:0005384,31451
KCNA3,3738,128570,yes,Kcna3,MGI:96660,MP:0005376,31452
KCNA3,3738,128570,yes,Kcna3,MGI:96660,MP:0002873,31453
KCNA4,3739,20514,yes,Kcna4,MGI:96661,MP:0005386,31454
KCNA4,3739,20514,yes,Kcna4,MGI:96661,MP:0003631,31455
KCNA5,3741,1683,yes,Kcna5,MGI:96662,MP:0005385,31456
KCNA5,3741,1683,yes,Kcna5,MGI:96662,MP:0005397,31457
KCNA5,3741,1683,yes,Kcna5,MGI:96662,MP:0005387,31458
KCNA5,3741,1683,yes,Kcna5,MGI:96662,MP:0003631,31459
KCNA5,3741,1683,yes,Kcna5,MGI:96662,MP:0005369,31460
KCNA5,3741,1683,yes,Kcna5,MGI:96662,MP:0005384,31461
KCNA5,3741,1683,yes,Kcna5,MGI:96662,MP:0005376,31462
KCNA6,3742,1684,yes,Kcna6,MGI:96663,MP:0005386,31463
KCNA6,3742,1684,yes,Kcna6,MGI:96663,MP:0010771,31464
KCNA6,3742,1684,yes,Kcna6,MGI:96663,MP:0005376,31465
KCNA7,3743,7791,yes,Kcna7,MGI:96664,,31466
KCNAB1,7881,56491,yes,Kcnab1,MGI:109155,MP:0005386,31467
KCNAB1,7881,56491,yes,Kcnab1,MGI:109155,MP:0003631,31468
KCNAB1,7881,56491,yes,Kcnab1,MGI:109155,MP:0005385,31469
KCNAB1,7881,56491,yes,Kcnab1,MGI:109155,MP:0010768,31470
KCNAB2,8514,56492,yes,Kcnab2,MGI:109239,MP:0003631,31471
KCNAB2,8514,56492,yes,Kcnab2,MGI:109239,MP:0002873,31472
KCNAB2,8514,56492,yes,Kcnab2,MGI:109239,MP:0010768,31473
KCNAB2,8514,56492,yes,Kcnab2,MGI:109239,MP:0005386,31474
KCNAB2,8514,56492,yes,Kcnab2,MGI:109239,MP:0005376,31475
KCNAB2,8514,56492,yes,Kcnab2,MGI:109239,MP:0005378,31476
KCNAB3,9196,55844,yes,Kcnab3,MGI:1336208,,31477
KCNB1,3745,37988,yes,Kcnb1,MGI:96666,MP:0005386,31478
KCNB1,3745,37988,yes,Kcnb1,MGI:96666,MP:0005397,31479
KCNB1,3745,37988,yes,Kcnb1,MGI:96666,MP:0005379,31480
KCNB1,3745,37988,yes,Kcnb1,MGI:96666,MP:0005376,31481
KCNB2,9312,31263,yes,Kcnb2,MGI:99632,MP:0005386,31482
KCNC1,3746,68134,yes,Kcnc1,MGI:96667,MP:0003631,31483
KCNC1,3746,68134,yes,Kcnc1,MGI:96667,MP:0005386,31484
KCNC1,3746,68134,yes,Kcnc1,MGI:96667,MP:0005378,31485
KCNC1,3746,68134,yes,Kcnc1,MGI:96667,MP:0010768,31486
KCNC1,3746,68134,yes,Kcnc1,MGI:96667,MP:0005369,31487
KCNC1,3746,68134,yes,Kcnc1,MGI:96667,MP:0005376,31488
KCNC2,3747,71199,yes,Kcnc2,MGI:96668,MP:0005371,31489
KCNC2,3747,71199,yes,Kcnc2,MGI:96668,MP:0003631,31490
KCNC2,3747,71199,yes,Kcnc2,MGI:96668,MP:0005390,31491
KCNC2,3747,71199,yes,Kcnc2,MGI:96668,MP:0005386,31492
KCNC2,3747,71199,yes,Kcnc2,MGI:96668,MP:0005369,31493
KCNC3,3748,3650,yes,Kcnc3,MGI:96669,MP:0003631,31494
KCNC3,3748,3650,yes,Kcnc3,MGI:96669,MP:0010768,31495
KCNC3,3748,3650,yes,Kcnc3,MGI:96669,MP:0002873,31496
KCNC3,3748,3650,yes,Kcnc3,MGI:96669,MP:0005386,31497
KCNC3,3748,3650,yes,Kcnc3,MGI:96669,MP:0005376,31498
KCNC3,3748,3650,yes,Kcnc3,MGI:96669,MP:0005369,31499
KCNC3,3748,3650,yes,Kcnc3,MGI:96669,MP:0005378,31500
KCNC4,3749,68427,yes,Kcnc4,MGI:96670,,31501
KCND1,3750,21035,yes,Kcnd1,MGI:96671,,31502
KCND2,3751,40828,yes,Kcnd2,MGI:102663,MP:0010771,31503
KCND2,3751,40828,yes,Kcnd2,MGI:102663,MP:0003631,31504
KCND2,3751,40828,yes,Kcnd2,MGI:102663,MP:0005386,31505
KCND3,3752,21036,yes,Kcnd3,MGI:1928743,,31506
KCNE1B,102723475,185,yes,Kcne1,MGI:96673,MP:0005397,31507
KCNE1B,102723475,185,yes,Kcne1,MGI:96673,MP:0005385,31508
KCNE1B,102723475,185,yes,Kcne1,MGI:96673,MP:0005386,31509
KCNE1B,102723475,185,yes,Kcne1,MGI:96673,MP:0005381,31510
KCNE1B,102723475,185,yes,Kcne1,MGI:96673,MP:0005377,31511
KCNE1B,102723475,185,yes,Kcne1,MGI:96673,MP:0003631,31512
KCNE1B,102723475,185,yes,Kcne1,MGI:96673,MP:0005376,31513
KCNE2,9992,71688,yes,Kcne2,MGI:1891123,MP:0002006,31514
KCNE2,9992,71688,yes,Kcne2,MGI:1891123,MP:0005397,31515
KCNE2,9992,71688,yes,Kcne2,MGI:1891123,MP:0005387,31516
KCNE2,9992,71688,yes,Kcne2,MGI:1891123,MP:0005381,31517
KCNE2,9992,71688,yes,Kcne2,MGI:1891123,MP:0005379,31518
KCNE2,9992,71688,yes,Kcne2,MGI:1891123,MP:0005378,31519
KCNE2,9992,71688,yes,Kcne2,MGI:1891123,MP:0005376,31520
KCNE3,10008,3994,yes,Kcne3,MGI:1891124,MP:0005377,31521
KCNE3,10008,3994,yes,Kcne3,MGI:1891124,MP:0003631,31522
KCNE3,10008,3994,yes,Kcne3,MGI:1891124,MP:0005381,31523
KCNE3,10008,3994,yes,Kcne3,MGI:1891124,MP:0005387,31524
KCNE3,10008,3994,yes,Kcne3,MGI:1891124,MP:0005388,31525
KCNE3,10008,3994,yes,Kcne3,MGI:1891124,MP:0005385,31526
KCNE3,10008,3994,yes,Kcne3,MGI:1891124,MP:0005379,31527
KCNE3,10008,3994,yes,Kcne3,MGI:1891124,MP:0005376,31528
KCNE4,23704,10959,yes,Kcne4,MGI:1891125,,31529
KCNE5,23630,8177,yes,Kcne1l,MGI:1913490,,31530
KCNF1,3754,124236,yes,Kcnf1,MGI:2687399,,31531
KCNG1,3755,20515,yes,Kcng1,MGI:3616086,,31532
